"","iso3c","Country","Region","Continent","Cost_1_GB_USD_month_2019","Cost_1_GB_USD_month_2018","Afford_decile_1_2019","Afford_decile_1_2018","Afford_decile_1_2017","Afford_decile_1_2016","Afford_decile_1_2015","Afford_2019","Afford_2018","Afford_2017","Afford_2016","Afford_2015","Price_data_year_2019","Price_data_year_2018","Price_data_year_2017","Price_data_year_2016","Price_data_year_2015","GNI_WB_capita_2019","GNI_WB_capita_2018","GNI_WB_capita_2017","GNI_WB_capita_2016","GNI_WB_capita_2015","share_bottom_10_2019","share_bottom_10_2018","share_bottom_10_2017","share_bottom_10_2016","share_bottom_10_2015","Decile_1_current_2019","Decile_1_current_2018","Decile_1_current_2017","Decile_1_current_2016","Decile_1_current_2015","surveyyear_2019","surveyyear_2018","surveyyear_2017","surveyyear_2016","surveyyear_2015","A4AI_Income_2019","A4AI_Income_2018","A4AI_Income_month_2019","A4AI_Income_month_2018"
"62","MNG","Mongolia","Eastern Asia","Asia",6.300123286884,6.41573994867,0.0606072466270707,0.064269871762284,NA,NA,NA,0.021117731688,0.02340087519,NA,NA,NA,79.82502578064,84.9451769397,NA,NA,NA,3780,3630,NA,NA,NA,3.3,3.3,NA,NA,NA,1247.4,1197.9,NA,NA,NA,"2018","2018",NA,NA,NA,3579.99999997954,3290.00000038204,298.333333331629,274.166666698503
"63","MAR","Morocco","Northern Africa","Africa",5.190857499948,5.27795338702,0.072321246951557,0.0759144679902193,0.0818518518518519,0.0777777777777778,0.0759259259259259,0.020158669903,0.02214525897,0.0221,0.021,0.0205,64.30615699057,68.4288502173,63.648,60.48,61.91,3190,3090,2880,2880,3020,2.7,2.7,2.7,2.7,2.7,861.3,834.3,777.6,777.6,815.4,"2013","2013","2013","2013","2013",3089.99999995565,2859.99999955024,257.499999996304,238.333333295854
"64","MOZ","Mozambique","Eastern Africa","Africa",2.50101852374,2.52220640071,0.390784144334375,0.411229304463587,0.589375,0.428125,0.74625,0.068209596102,0.07206304002,0.0943,0.0685,0.1194,32.74060612896,33.1489984092,44.321,36.305,76.416,480,460,470,530,640,1.6,1.6,1.6,1.6,1.6,76.8,73.6,75.2,84.8,102.4,"2014","2014","2014","2014","2014",440,420.000000001665,36.6666666666667,35.0000000001388
"65","MMR","Myanmar (Burma)","South-Eastern Asia","Asia",0.65555562141,0.65851004818,0.0148933499752367,0.015178871644564,0.0386842105263158,NA,0.196666666666667,0.006005089662,0.00664043746,0.0147,NA,0.059,8.34707463018,9.0973993202,18.963,NA,74.34,1390,1370,1290,1280,1260,3.8,3.8,3.8,3.8,3,528.2,520.6,490.2,486.4,378,"2017","2017","2017","2017","2015",1309.99999995004,1190.00000011445,109.166666662504,99.1666666762042
"66","NAM","Namibia","Southern Africa","Africa",8.566428720927,11.02101825449,0.203156412354,0.269902487865061,0.466,0.349,0.269,0.019580408505,0.0287504824,0.0466,0.0349,0.0269,99.0768670353,140.87736376,214.826,164.03,142.301,5060,4900,4610,4700,5290,1,1,1,1,1,506,490,461,470,529,"2015","2015","2015","2015","2015",5249.99999999356,4600.00000048278,437.499999999464,383.333333373565
"67","NPL","Nepal","Southern Asia","Asia",5.075679695857,4.85403699206,0.159654407209132,0.171571263342327,0.126,0.131428571428571,0.261142857142857,0.063445996198,0.07373220747,0.0441,0.046,0.0914,69.15613585582,71.5202412459,37.926,35.42,71.292,1090,970,860,770,780,3.5,3.5,3.5,3.5,3.5,381.5,339.5,301,269.5,273,"2010","2010","2010","2010","2010",960.000000003215,790.000000046384,80.0000000002679,65.8333333371987
"68","NIC","Nicaragua","Central America","Americas",9.118566667971,9.19675347882,0.286447120459822,0.273170895410495,0.4535,0.406,0.4725,0.053902857151,0.05181269566,0.0907,0.0812,0.0945,102.95445715841,104.6616452332,188.656,162.4,180.495,1910,2020,2080,2000,1910,2,2,2,2,2,382,404,416,400,382,"2014","2014","2014","2014","2014",2029.99999998371,2129.99999980777,169.166666665309,177.499999983981
"69","NER","Niger","Western Africa","Africa",3.425293333207,3.48029495773,0.229372321420112,0.241687149842361,NA,NA,NA,0.108167157891,0.11600983192,NA,NA,NA,60.57360841896,62.6453092368,NA,NA,NA,560,540,NA,NA,NA,3.2,3.2,NA,NA,NA,179.2,172.8,NA,NA,NA,"2014","2014",NA,NA,NA,379.999999999113,360.000000013447,31.6666666665927,30.0000000011206
"70","NGA","Nigeria","Western Africa","Africa",2.776454999806,2.74042845349,0.0820627093538719,0.0834648259946193,0.0795,0.0785,0.327,0.01699870408,0.01581016415,0.0159,0.0157,0.0654,34.5073692824,31.1460233755,33.39,38.779,188.352,2030,1970,2100,2470,2880,2,2,2,2,2,406,394,420,494,576,"2009","2009","2009","2009","2009",1960.0000000513,2080.00000062491,163.333333337608,173.33333338541
"71","PAK","Pakistan","Southern Asia","Asia",1.429926866949,1.29908229404,0.0287566991844947,0.0251394735179487,0.0287179487179487,0.0312820512820513,0.0530769230769231,0.010860204053,0.0098664478,0.0112,0.0122,0.0207,16.61611220109,15.687652002,16.8,17.324,28.152,1530,1590,1500,1420,1360,3.9,3.9,3.9,3.9,3.9,596.7,620.1,585,553.8,530.4,"2015","2015","2015","2015","2015",1579.99999996759,1580.00000045406,131.666666663966,131.666666704505
"72","PNG","Papua New Guinea","Melanesia","Oceania",19.8431629453,22.62530494391,0.450810214584627,0.556018143204833,NA,NA,NA,0.094117768911,0.11265712005,NA,NA,NA,261.64739757258,289.5287985285,NA,NA,NA,2780,2570,NA,NA,NA,1.9,1.9,NA,NA,NA,528.2,488.3,NA,NA,NA,"2009","2009",NA,NA,NA,2529.99999998693,2410.00000005699,210.833333332244,200.833333338082
"73","PRY","Paraguay","South America","Americas",7.186420000349,12.81503695774,0.0920647379141539,0.160959224924513,NA,NA,NA,0.015182577466,0.03922970497,NA,NA,NA,83.65600183766,220.4709419314,NA,NA,NA,5510,5620,NA,NA,NA,1.7,1.7,NA,NA,NA,936.7,955.4,NA,NA,NA,"2018","2018",NA,NA,NA,5679.99999982269,3920.00000026714,473.333333318558,326.666666688929
"74","PER","Peru","South America","Americas",9.035420000224,8.92264782608,0.089371117707458,0.0919386689961875,0.108823529411765,0.225,0.2375,0.016604140889,0.0179349705,0.0185,0.036,0.038,111.91190959186,116.039259135,112.11,219.96,240.92,6740,6470,6060,6110,6340,1.8,1.8,1.7,1.6,1.6,1213.2,1164.6,1030.2,977.6,1014.4,"2018","2018","2017","2016","2015",6529.99999985052,5970.00000155896,544.16666665421,497.500000129914
"75","PHL","Philippines","South-Eastern Asia","Asia",4.329943749768,5.62376512439,0.058677950307415,0.0790872864088597,0.0847826086956522,0.0878260869565217,0.165217391304348,0.013566403394,0.01843857418,0.0195,0.0202,0.038,52.2306530669,68.4071102078,68.835,69.69,128.44,3850,3710,3530,3450,3380,2.3,2.3,2.3,2.3,2.3,885.5,853.3,811.9,793.5,777.4,"2015","2015","2015","2015","2015",3829.99999986702,3659.99999966809,319.166666655585,304.999999972341
"76","RWA","Rwanda","Eastern Africa","Africa",2.205361111059,2.79615049297,0.134473238479207,0.179240416216026,0.16125,0.350833333333333,0.84,0.033928632478,0.04660250822,0.0387,0.0842,0.2016,27.82147863196,36.3499564116,28.638,63.15,151.2,820,780,740,750,750,2.4,2.4,2.4,2.4,2.4,196.8,187.2,177.6,180,180,"2016","2016","2016","2016","2016",779.99999999611,719.999999940776,64.9999999996758,59.9999999950646
"77","SEN","Senegal","Western Africa","Africa",3.425293333207,3.48029495773,0.123248935527688,0.129700433207329,0.227391304347826,0.168260869565217,0.443478260869565,0.029151432623,0.04396162052,0.0523,0.0387,0.102,42.26957730335,61.546268728,66.944,49.149,134.64,1450,1400,1280,1270,1320,2.3,2.3,2.3,2.3,2.3,333.5,322,294.4,292.1,303.6,"2011","2011","2011","2011","2011",1410.00000000185,949.999999971793,117.500000000154,79.1666666643161
"78","SLE","Sierra Leone","Western Africa","Africa",4.107576309972,10.99109470033,0.289946563056847,0.791675488619208,0.611764705882353,NA,1.52617647058824,0.098581831439,0.25861399295,0.208,NA,0.5189,49.2909157195,126.7208565455,108.16,NA,285.395,500,490,520,490,550,3.4,3.4,3.4,3.4,3.4,170,166.6,176.8,166.6,187,"2018","2018","2018","2018","2018",500.000000001664,509.999999997912,41.6666666668053,42.499999999826
"79","SLB","Solomon Islands","Melanesia","Oceania",9.6908285714,22.59242521619,0.202595719262718,0.47933009652454,NA,NA,NA,0.058144971428,0.1412026576,NA,NA,NA,119.1971914274,285.229368352,NA,NA,NA,2050,2020,NA,NA,NA,2.8,2.8,NA,NA,NA,574,565.6,NA,NA,NA,"2013","2013",NA,NA,NA,2000.00000001376,1920.00000001615,166.666666667813,160.000000001346
"80","SOM","Somalia","Eastern Africa","Africa",4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ZAF","South Africa","Southern Africa","Africa",10.366291735752,10.41206706471,0.228836462157881,0.24143923628313,0.277777777777778,0.261111111111111,0.275555555555556,0.02174746518,0.02301009296,0.025,0.0235,0.0248,131.3546896872,132.30803452,135.25,128.545,150.04,6040,5750,5410,5470,6050,0.9,0.9,0.9,0.9,0.9,543.6,517.5,486.9,492.3,544.5,"2014","2014","2014","2014","2014",5719.99999997351,5430.00000016167,476.66666666446,452.500000013472
"82","SSD","South Sudan","Northern Africa","Africa",5.35952987465,5.5281316866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","LKA","Sri Lanka","Southern Asia","Asia",0.784825779818,0.77467428878,0.00807849490291302,0.00793452668603619,0.0137931034482759,0.0148275862068966,0.016551724137931,0.002319682108,0.00242085715,0.004,0.0043,0.0048,9.32512207416,9.780262886,15.48,16.383,18.048,4020,4040,3870,3810,3760,2.9,2.9,2.9,2.9,2.9,1165.8,1171.6,1122.3,1104.9,1090.4,"2016","2016","2016","2016","2016",4059.99999971375,3840.0000038664,338.333333309479,320.0000003222
"84","SDN","Sudan","Northern Africa","Africa",0.978240672691,1.20149317193,0.0621763139422246,0.0536380880325893,0.1378125,0.08125,0.0309375,0.007524928251,0.00605794877,0.0441,0.026,0.0099,4.43970766809,5.0886769668,58.212,40.82,16.731,590,840,1320,1570,1690,3.2,3.2,3.2,3.2,3.2,188.8,268.8,422.4,502.4,540.8,"2014","2014","2014","2014","2014",1560.00000009728,2379.99999844172,130.000000008106,198.333333203476
"85","SUR","Suriname","South America","Americas",11.933493800754,20.23454293079,NA,NA,NA,NA,NA,0.028697780683,0.04033463707,NA,NA,NA,158.98570498382,210.1434591347,NA,NA,NA,5540,5210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4990.0000000306,6020.00000020032,415.833333335883,501.66666668336
"86","TJK","Tajikistan","Central Asia","Asia",3.71059305542,3.68339408457,0.144100701181359,0.1473357633828,NA,NA,NA,0.044086254124,0.04464720103,NA,NA,NA,45.40884174772,44.64720103,NA,NA,NA,1030,1000,NA,NA,NA,3,3,NA,NA,NA,309,300,NA,NA,NA,"2015","2015",NA,NA,NA,1009.99999999546,989.999999891147,84.1666666662886,82.4999999909289
"87","TZA","Tanzania","Eastern Africa","Africa",4.341401667556,4.36781236471,0.166337228641992,0.177193199379716,0.201034482758621,0.21551724137931,0.301379310344828,0.051075313736,0.05759752569,0.0583,0.0625,0.0874,55.16133883488,58.7494762038,56.551,60.625,85.652,1080,1020,970,970,980,2.9,2.9,2.9,2.9,2.9,313.2,295.8,281.3,281.3,284.2,"2017","2017","2017","2017","2017",1019.99999999906,909.999999976041,84.9999999999217,75.8333333313367
"88","THA","Thailand","South-Eastern Asia","Asia",6.300924838412,6.05986706688,0.0347158393300937,0.036726467072,0.0436666666666667,0.0383870967741935,0.0709375,0.011438895319,0.01220107463,0.0131,0.0119,0.0227,83.04638001594,80.527092558,78.076,67.83,129.617,7260,6600,5960,5700,5710,3,3,3,3.1,3.2,2178,1980,1788,1767,1827.2,"2018","2018","2017","2016","2015",6610.00000020579,5960.00000063601,550.833333350482,496.666666719667
"89","TLS","Timor-Leste","South-Eastern Asia","Asia",7.5,5.28571428571,0.119047619047619,0.0876085240725414,NA,NA,NA,0.049450549451,0.03543495611,NA,NA,NA,93.46153846239,64.1372705591,NA,NA,NA,1890,1810,NA,NA,NA,4,4,NA,NA,NA,756,724,NA,NA,NA,"2014","2014",NA,NA,NA,1819.99999998342,1789.99999976351,151.666666665285,149.166666646959
"90","TGO","Togo","Western Africa","Africa",7.193115999734,7.8306636549,0.658408787161007,0.749345804296651,NA,NA,NA,0.132795987687,0.15404584239,NA,NA,NA,91.62923150403,101.6702559774,NA,NA,NA,690,660,NA,NA,NA,1.9,1.9,NA,NA,NA,131.1,125.4,NA,NA,NA,"2015","2015",NA,NA,NA,650.000000001943,610.000000005842,54.1666666668286,50.8333333338202
"91","TTO","Trinidad & Tobago","Caribbean","Americas",49.345553875482,29.22872903176,NA,NA,NA,NA,NA,0.036462231928,0.02284982074,NA,NA,NA,615.84709726392,366.0541282548,NA,NA,NA,16890,16020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16239.9999998646,15350.0000009681,1353.33333332205,1279.16666674734
"92","TUN","Tunisia","Northern Africa","Africa",3.52193450006,3.61161420419,0.0393073046881696,0.0386958664734643,0.0428125,0.0440625,0.04875,0.012075204,0.01238267727,0.0137,0.0141,0.0156,40.57268544,43.339370445,48.224,52.875,61.776,3360,3500,3520,3750,3960,3.2,3.2,3.2,3.2,3.2,1075.2,1120,1126.4,1200,1267.2,"2015","2015","2015","2015","2015",3500.00000005963,3500.0000004264,291.666666671635,291.6666667022
"93","TUR","Turkey","Western Asia","Asia",4.255009722456,4.55396555933,0.0241510342774913,0.0238385913069098,0.0259090909090909,0.0559090909090909,0.0561904761904762,0.004919086384,0.00499977921,0.0057,0.0123,0.0118,47.27242015024,52.0976993682,62.13,137.514,141.128,9610,10420,10900,11180,11960,2.2,2.2,2.2,2.2,2.1,2114.2,2292.4,2398,2459.6,2511.6,"2018","2018","2017","2016","2015",10380.0000007221,10929.9999893315,865.000000060174,910.833332444294
"94","UGA","Uganda","Eastern Africa","Africa",4.004791667017,4.03744841198,0.246448717970277,0.25839669836672,0.648,0.6132,1.1084,0.077512096781,0.08074896824,0.162,0.1533,0.2771,60.45943548918,60.56172618,119.88,121.107,229.993,780,750,740,790,830,2.5,2.5,2.5,2.5,2.5,195,187.5,185,197.5,207.5,"2016","2016","2016","2016","2016",619.999999999794,599.999999997028,51.6666666666495,49.9999999997523
"95","UKR","Ukraine","Eastern Europe","Europe",2.828671249761,2.69881252249,0.0239819520963205,0.0275389032907143,NA,NA,NA,0.012760922931,0.01355052313,NA,NA,NA,43.00431027747,37.941464764,NA,NA,NA,3370,2800,NA,NA,NA,4.2,4.2,NA,NA,NA,1415.4,1176,NA,NA,NA,"2018","2018",NA,NA,NA,2660.00000005266,2389.99999920151,221.666666671055,199.166666600126
"96","UZB","Uzbekistan","Central Asia","Asia",2.939522466642,3.02458227338,0.0675752291182069,0.0619579844325026,NA,NA,NA,0.017462509703,0.01833080166,NA,NA,NA,31.4325174654,37.0282193532,NA,NA,NA,1800,2020,NA,NA,NA,2.9,2.9,NA,NA,NA,522,585.8,NA,NA,NA,"2003","2003",NA,NA,NA,2019.99999997961,1979.99999965959,168.333333331634,164.999999971632
"97","VEN","Venezuela","South America","Americas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","VNM","Vietnam","South-Eastern Asia","Asia",2.147389166586,2.14875693608,0.0405805826756409,0.043703530903322,0.0352,0.04,0.105,0.010736945833,0.01188252684,0.0088,0.0104,0.0273,27.27184241582,28.0427633424,18.656,21.632,53.781,2540,2360,2120,2080,1970,2.5,2.5,2.5,2.6,2.6,635,590,530,540.8,512.2,"2018","2018","2018","2016","2016",2399.99999998435,2169.99999917189,199.999999998696,180.833333264324
"99","YEM","Yemen","Western Asia","Asia",NA,NA,NA,NA,NA,0.446333333333333,0.416,NA,NA,NA,0.1339,0.1248,NA,NA,NA,143.273,143.52,NA,NA,970,1070,1150,NA,NA,3,3,3,NA,NA,291,321,345,NA,NA,"2014","2014","2014",NA,NA,NA,NA
"100","ZMB","Zambia","Eastern Africa","Africa",3.896486667725,4.20256163513,0.322467862156552,0.345416024805206,1.225,1.225,1.494,0.032697790219,0.03879287663,0.1225,0.1225,0.1494,47.41179581755,56.6375998798,159.25,167.825,236.052,1450,1460,1300,1370,1580,1,1,1,1,1,145,146,130,137,158,"2015","2015","2015","2015","2015",1429.99999998563,1300.00000006599,119.166666665469,108.333333338833
"101","ZWE","Zimbabwe","Eastern Africa","Africa",15,15,0.517985611510791,0.470588235294118,1.3188,1.7872,NA,0.100558659218,0.1978021978,0.3297,0.4468,NA,139.77653631302,302.637362634,448.392,576.372,NA,1390,1530,1360,1290,1280,2.5,2.5,2.5,2.5,2.5,347.5,382.5,340,322.5,320,"2017","2017","2017","2017","2017",1789.99999999781,910.000000010111,149.166666666484,75.8333333341759
